Age,State,Posts,Views,Duration,Authors,AuthorExperience,DeletedPosts,Forum,AuthorBanned
1872,open,3,597,1,2,1020,0,Science,not banned
4045,open,11,1410,158,7,490,0,Math,not banned
2307,open,5,537,0,4,119,0,Science,not banned
3226,open,26,565,1,18,86,0,Misc,banned
2310,open,3,731,5,3,0,0,Homework,not banned
904,open,2,402,0,2,22,0,Discussion,not banned
3421,open,17,1236,5,5,52,0,Math,banned
3414,open,194,8291,12,21,292,1,Science,not banned
1298,open,3,598,2,2,111,0,Medicine,not banned
630,open,5,370,5,3,0,0,Science,not banned
3909,open,51,2422,5,7,209,0,Science,not banned
439,open,2,379,223,1,795,0,Math,not banned
1219,open,2,453,0,2,0,0,Math,not banned
3081,open,5,10984,0,5,446,0,Science,not banned
485,open,58,1895,63,19,69,1,Science,banned
736,open,5,1054,59,3,0,0,Math,not banned
3177,open,13,594,2,5,627,0,Science,not banned
2557,open,48,2407,23,12,769,0,Math,not banned
471,open,5,3910,3,5,2699,0,Homework,not banned
1378,open,2,942,1,1,922,0,Homework,not banned
2800,open,8,738,2,5,370,0,Science,not banned
1678,open,4,826,12,2,213,0,Science,not banned
2499,open,39,1505,26,21,220,2,Discussion,not banned
275,open,12,379,2,4,242,0,Speculation,not banned
2936,open,4,314,0,3,0,0,Discussion,not banned
1,open,8,71,0,7,7,0,Speculation,not banned
51,open,2,180,0,2,0,0,Misc,not banned
3516,open,6,1211,3,4,153,0,Medicine,not banned
230,open,3,274,0,2,567,0,Misc,not banned
4126,open,7,819,5,5,1,0,Speculation,not banned
3552,open,12,1146,1,3,30,0,Misc,not banned
1365,open,3,512,0,2,0,0,Science,not banned
64,open,2,230,0,2,56,0,Science,not banned
1474,open,57,6033,216,24,2,0,Science,not banned
1632,open,2,268,0,2,35,0,Discussion,not banned
1161,open,3,1594,41,3,1,0,Science,not banned
2984,open,2,454,0,2,722,0,Science,not banned
3380,open,13,729,4,6,66,0,Science,not banned
3571,open,9,465,5,7,395,0,Discussion,not banned
2185,open,41,2025,144,24,1307,0,Discussion,not banned
3568,open,7,438,1,4,318,0,Discussion,not banned
351,open,4,310,3,2,0,0,Homework,not banned
437,open,7,222,71,3,7,0,Misc,banned
2053,open,6,473,2,5,1,0,Science,not banned
3402,open,16,440,4,11,3,0,Misc,banned
3419,open,3,440,8,2,491,0,Science,not banned
326,open,5,268,2,5,76,0,Science,not banned
2274,open,4,582,1,3,0,0,Science,not banned
4350,open,60,1736,99,22,1,0,Misc,not banned
1724,open,17,2705,17,10,927,0,Science,not banned
1771,open,30,4461,168,12,0,0,Misc,not banned
1737,open,11,930,14,7,1997,0,Discussion,not banned
671,open,5,314,0,3,0,0,Science,not banned
2427,open,43,1721,280,13,1323,0,Discussion,not banned
1798,open,25,1521,106,14,13,1,Speculation,not banned
3404,open,5,426,1,4,364,0,Science,not banned
2590,open,13,3734,31,8,0,0,Science,not banned
3100,open,7,530,7,5,929,0,Science,not banned
3189,open,21,1194,2,7,304,0,Science,not banned
1742,open,2,581,1,2,0,0,Misc,not banned
4372,open,5,929,308,4,177,0,Science,not banned
2337,open,19,718,0,11,0,0,Science,not banned
589,open,15,357,1,6,511,0,Discussion,not banned
1274,open,20,1413,4,11,883,0,Math,not banned
216,closed,28,572,3,10,464,0,Speculation,banned
1763,open,46,1893,63,23,1,3,Discussion,not banned
2617,open,18,522,2,7,927,0,Discussion,not banned
3274,open,92,55044,3087,42,31,1,Science,banned
3227,open,2,529,0,2,577,0,Math,not banned
3486,open,5,1885,2,4,67,0,Math,not banned
1070,open,4,444,1,3,92,0,Science,not banned
3317,open,51,2465,152,22,9,0,Science,not banned
494,open,3,255,1,3,0,0,Homework,not banned
3287,open,27,2755,1629,14,3,0,Science,not banned
77,open,8,183,2,6,94,0,Science,not banned
3297,open,20,1551,101,12,225,0,Science,not banned
2453,open,6,829,2,3,0,0,Misc,not banned
1643,open,5,790,23,4,1547,0,Medicine,not banned
2847,open,5,669,25,2,4,0,Science,banned
1257,open,9,1149,2,2,1376,0,Homework,not banned
3247,open,2,278,0,2,326,0,Discussion,not banned
1004,open,3,591,0,2,0,0,Medicine,not banned
1544,open,5,2102,19,4,72,0,Science,banned
3099,open,7,988,1,6,233,0,Math,not banned
3112,open,9,670,3,6,0,0,Misc,not banned
305,open,33,1393,81,15,1,1,Science,not banned
269,open,22,445,3,10,1273,0,Discussion,not banned
681,open,5,360,2,4,0,0,Science,not banned
3409,open,33,1371,18,9,3,0,Science,not banned
1285,open,8,1403,1,7,561,0,Math,not banned
2040,open,8,1640,3,3,5,0,Homework,not banned
3966,open,9,1221,2,5,0,0,Science,not banned
970,open,24,2879,418,13,255,0,Misc,not banned
3733,open,20,968,1,8,589,0,Discussion,not banned
2869,open,8,353,1,5,175,0,Discussion,not banned
1902,open,6,632,2,5,731,0,Science,not banned
2455,open,20,1027,1,10,726,0,Science,not banned
3297,open,5,973,85,7,448,3,Misc,not banned
2555,closed,3,388,0,3,4,0,Science,not banned
3608,open,2,641,10,2,196,0,Math,not banned
3802,open,4,547,0,3,199,0,Science,not banned
716,open,6,317,17,5,0,0,Discussion,not banned
1414,open,2,338,1,2,0,0,Science,not banned
3625,open,7,828,56,5,90,0,Homework,not banned
3298,open,6,539,1,5,246,0,Science,not banned
3030,open,15,649,1,13,676,0,Discussion,not banned
3683,open,2,761,0,1,0,0,Math,not banned
2080,open,82,3910,5,18,41,0,Discussion,not banned
1725,open,2,11,0,2,0,0,Speculation,banned
3687,open,59,2712,19,14,8,0,Discussion,not banned
2971,open,3,474,1,3,777,0,Science,not banned
76,open,3,151,1,3,1858,0,Science,not banned
424,open,16,2874,1,10,1180,0,Misc,not banned
1485,open,6,882,4,6,0,0,Homework,not banned
2674,open,7,342,4,6,1034,0,Discussion,not banned
2893,open,4,493,1,4,273,0,Science,not banned
3120,open,15,2801,2,13,677,0,Discussion,not banned
3495,open,15,1148,22,6,83,0,Misc,not banned
2531,open,9,5203,1,5,3,0,Science,not banned
41,open,17,328,16,11,0,0,Discussion,not banned
2042,open,12,2401,15,8,1409,2,Misc,not banned
1019,open,7,1140,55,3,1784,0,Science,not banned
2458,open,2,523,24,1,443,0,Medicine,not banned
2244,open,2,434,0,2,303,0,Science,not banned
407,open,13,679,6,5,3,0,Discussion,not banned
397,open,3,478,9,1,1,0,Math,not banned
3063,open,20,1384,995,13,565,0,Science,not banned
2618,open,7,716,9,4,43,0,Science,not banned
811,open,13,377,1,6,41,0,Discussion,not banned
2209,open,15,1359,9,8,0,0,Speculation,not banned
1648,open,4,22,0,3,2102,0,Misc,not banned
4119,open,5,891,3,4,42,0,Science,not banned
2442,open,3,395,0,3,0,0,Science,not banned
2666,open,15,1511,17,4,13,0,Speculation,not banned
199,open,61,1360,26,21,3689,1,Misc,not banned
2420,open,6,1439,1,4,1214,0,Misc,not banned
3469,open,8,1148,1,3,19,0,Math,not banned
2487,open,8,2350,0,4,1222,0,Math,not banned
2618,open,14,1101,1,4,0,0,Science,not banned
101,open,2,152,1,2,32,0,Science,not banned
779,open,2,316,0,2,2942,0,Science,not banned
1173,open,12,1619,24,6,176,0,Science,not banned
2680,open,21,1582,5,12,191,0,Science,not banned
864,open,47,4129,364,15,400,0,Misc,not banned
1572,open,4,4220,1445,4,2963,0,Science,not banned
3786,open,3,830,0,1,75,0,Science,not banned
1103,open,2,389,0,2,0,0,Misc,not banned
1238,open,2,449,0,2,1,0,Speculation,not banned
3013,open,5,443,1,4,333,0,Discussion,not banned
3417,open,9,641,1,6,6,0,Discussion,not banned
1889,open,7,1069,15,6,1972,0,Science,not banned
1121,open,4,1104,5,3,0,0,Misc,not banned
1022,open,13,789,4,8,0,0,Science,not banned
3301,open,47,1856,18,16,4,0,Science,banned
3158,open,3,26,0,3,0,0,Misc,banned
3480,open,7,745,2,5,77,0,Medicine,not banned
2080,open,4,353,1,4,1464,0,Discussion,not banned
1694,open,26,3013,96,14,2307,0,Discussion,not banned
2140,open,21,859,11,8,447,0,Science,not banned
3915,open,22,1246,4,7,86,0,Science,not banned
3430,open,23,1672,5,15,550,0,Science,not banned
1990,open,12,602,4,9,531,0,Discussion,not banned
1357,closed,3,1180,0,3,0,0,Science,not banned
1128,open,9,8504,65,6,3,2,Homework,not banned
3114,open,5,263,2,4,218,0,Discussion,not banned
3439,open,4,638,2,3,46,0,Homework,not banned
4067,open,11,1053,2,5,83,0,Science,not banned
714,open,4,1288,0,4,70,0,Science,not banned
3317,open,13,1026,5,5,8,0,Science,not banned
1230,open,3,1646,2,2,32,0,Math,not banned
2096,open,15,522,1,12,1213,0,Discussion,not banned
2962,open,17,773,1,10,530,0,Discussion,not banned
59,open,9,203,3,3,288,0,Science,not banned
3665,open,5,2301,0,4,245,0,Math,not banned
3925,open,20,1231,1205,11,225,0,Science,not banned
732,open,4,569,0,2,0,0,Science,not banned
175,open,6,202,0,6,3642,0,Discussion,not banned
3576,open,5,452,0,5,478,0,Discussion,not banned
1601,open,3,675,252,3,25,0,Science,not banned
3812,open,2,1062,0,2,229,0,Math,not banned
2594,open,5,509,0,3,0,0,Science,not banned
2362,open,9,750,13,4,0,0,Science,not banned
1224,open,2,474,0,2,26,0,Discussion,banned
830,open,6,649,4,3,106,1,Science,not banned
4029,open,13,1209,1,6,121,0,Science,not banned
3223,open,6,460,0,4,600,0,Science,not banned
615,open,2,283,0,2,1,0,Science,not banned
3475,open,15,2789,11,10,486,1,Science,not banned
3826,open,127,7227,141,12,60,0,Science,not banned
3789,open,78,4211,29,18,9,1,Discussion,not banned
2083,open,3,1184,55,4,74,1,Science,not banned
3126,open,26,2385,13,8,8,0,Medicine,not banned
1141,open,7,365,1,3,7,0,Speculation,not banned
2881,open,5,382,0,2,681,0,Speculation,not banned
3427,open,4,453,0,2,377,0,Science,not banned
401,open,2,231,0,2,0,0,Homework,not banned
1531,open,9,7258,184,6,879,0,Medicine,not banned
3088,open,3,351,1,3,485,0,Discussion,not banned
3390,open,10,1031,22,5,0,0,Medicine,not banned
2044,open,11,283,4,7,0,1,Speculation,not banned
648,open,13,620,38,5,1730,0,Speculation,banned
3118,open,230,16479,35,16,426,10,Science,not banned
2675,open,9,1135,23,8,12,0,Medicine,not banned
2573,open,10,5223,4,5,199,1,Math,not banned
3212,open,6,1550,445,5,1211,0,Misc,not banned
1566,open,5,536,0,4,1,0,Science,not banned
2951,open,26,1031,6,20,755,0,Discussion,not banned
2234,open,4,2987,0,6,353,3,Math,not banned
3784,open,6,891,43,6,301,0,Misc,not banned
3554,open,51,2130,28,5,25,1,Math,banned
2354,open,17,75,4,7,2069,0,Misc,not banned
2204,open,7,462,1,4,383,0,Math,not banned
745,open,43,1602,16,6,0,0,Science,not banned
2635,open,12,1092,5,5,0,0,Speculation,not banned
3189,open,8,554,1,5,0,0,Science,not banned
1859,open,14,1472,4,5,470,0,Discussion,not banned
1298,open,6,500,1,6,1200,0,Speculation,not banned
3458,open,2,991,0,2,274,0,Homework,not banned
2002,open,3,751,1,3,152,1,Science,not banned
3635,open,23,1233,6,7,305,0,Science,not banned
2301,open,8,1167,6,7,0,0,Misc,not banned
2481,closed,4,786,1,4,0,0,Science,not banned
2864,open,16,1833,7,7,1,0,Science,not banned
324,open,82,2346,136,16,2371,1,Discussion,not banned
3879,open,4,2688,0,2,84,0,Science,not banned
2387,closed,71,4030,22,14,66,0,Misc,not banned
1713,open,19,1688,10,11,1831,1,Discussion,not banned
3125,open,9,875,1,6,419,1,Science,not banned
3447,open,13,1093,4,7,37,0,Misc,not banned
1819,open,2,1584,1,2,1351,0,Science,not banned
2422,open,68,4812,93,11,52,0,Science,not banned
3320,open,101,12913,39,21,196,2,Science,not banned
2161,open,8,1458,2,4,424,0,Homework,not banned
1595,open,7,693,4,3,21,0,Misc,banned
1954,open,9,840,5,5,1378,0,Discussion,not banned
1870,open,3,479,0,3,1674,0,Discussion,not banned
2491,open,2,546,3,2,7,0,Science,not banned
2132,open,5,719,2,4,60,1,Medicine,not banned
3711,open,10,904,1,4,106,0,Science,not banned
572,open,4,320,0,4,489,0,Science,not banned
3086,open,10,628,2,6,56,0,Discussion,not banned
1189,open,5,744,26,5,16,0,Science,not banned
1125,open,4,269,1,2,22,0,Discussion,not banned
2302,open,6,436,0,3,2,0,Science,not banned
1659,open,4,465,1,2,0,0,Homework,not banned
3018,open,113,13327,44,25,3,0,Discussion,not banned
3116,open,11,561,0,5,590,0,Science,not banned
1726,open,2,500,0,2,1,0,Medicine,not banned
3053,open,10,733,3,8,279,0,Science,not banned
1021,open,23,1213,6,10,706,0,Science,not banned
1125,open,5,1096,2,3,3,0,Science,banned
3872,open,6,888,82,5,663,0,Discussion,not banned
1950,open,15,1112,4,8,362,0,Science,not banned
2222,open,7,441,1,5,0,0,Science,not banned
3855,open,4,804,45,4,6,0,Science,not banned
1358,open,3,689,0,3,348,0,Discussion,not banned
2053,closed,8,207,2,4,3,0,Misc,banned
973,open,11,4338,224,8,610,0,Medicine,not banned
950,open,3,414,17,3,0,0,Science,not banned
1863,open,8,648,2,7,2,0,Science,not banned
3157,open,21,850,2,8,238,0,Discussion,not banned
2762,open,10,357,6,8,972,0,Discussion,not banned
1349,open,5,1022,22,4,1238,0,Math,not banned
2015,open,26,1366,57,18,605,0,Science,not banned
1641,open,5,589,3,3,160,0,Science,not banned
3442,open,5,493,0,5,382,0,Discussion,not banned
371,closed,3,413,0,3,138,0,Medicine,not banned
1291,open,3,997,1,3,0,0,Math,banned
2052,open,9,1417,3,5,0,1,Medicine,not banned
3503,open,4,357,0,4,77,0,Discussion,not banned
2326,open,6,762,25,2,0,0,Science,not banned
4310,open,21,2625,93,9,26,0,Speculation,not banned
644,open,2,3881,6,2,0,0,Homework,not banned
2357,closed,3,490,0,3,878,0,Science,not banned
106,closed,143,3098,18,17,1327,0,Speculation,not banned
1448,open,3,1202,7,3,20,0,Science,not banned
553,open,4,532,1,3,4,0,Science,not banned
617,open,3,1736,0,2,155,0,Science,not banned
471,closed,3,211,0,3,83,0,Speculation,banned
3399,open,8,635,19,8,324,0,Speculation,banned
610,open,60,1319,41,9,887,0,Speculation,not banned
3761,open,11,947,1,5,0,2,Misc,not banned
3273,open,11,1086,2,5,452,0,Science,not banned
3630,open,5,827,0,4,0,0,Science,not banned
2219,open,4,774,475,4,107,1,Medicine,not banned
3802,open,11,1174,5,6,84,0,Science,not banned
2011,open,3,456,0,3,0,1,Science,not banned
3151,open,4,2948,2,4,1,0,Science,not banned
1128,open,16,972,100,7,0,0,Speculation,not banned
2898,open,6,13752,41,6,0,0,Misc,not banned
1014,open,3,267,0,3,10,0,Science,not banned
791,open,3,333,1,2,3222,0,Discussion,not banned
1388,open,4,1191,0,2,0,0,Homework,not banned
1347,open,3,558,2,2,16,0,Science,not banned
1388,open,2,720,0,2,133,0,Science,not banned
4545,open,29,2310,777,15,0,0,Speculation,banned
1206,open,2,598,0,2,4,0,Math,not banned
1644,open,60,5437,71,16,1051,0,Discussion,not banned
520,open,5,663,1,5,1,0,Science,not banned
338,open,2,2958,0,2,295,0,Homework,not banned
1495,open,2,417,0,2,29,0,Science,not banned
2339,open,8,570,7,7,0,0,Medicine,not banned
223,open,3,171,1,3,7,0,Math,not banned
1411,open,3,435,25,3,693,0,Science,not banned
3720,open,4,480,1,4,68,0,Discussion,not banned
3776,open,4,772,0,2,85,0,Science,not banned
1270,open,19,1075,3,9,39,0,Discussion,not banned
2609,open,5,696,3,3,0,0,Homework,not banned
934,open,7,12933,81,6,0,1,Homework,not banned
4383,open,45,2841,255,14,166,0,Science,not banned
3075,open,5,715,0,5,931,0,Science,not banned
3269,open,3,435,2,3,994,0,Science,not banned
3118,open,3,482,1,3,200,0,Science,not banned
1363,open,5,1901,0,3,0,0,Misc,not banned
2400,open,3,4524,12,3,95,0,Science,not banned
3157,open,39,1004,11,12,14,1,Speculation,not banned
2470,open,29,877,11,11,0,0,Speculation,not banned
2786,open,3,399,14,3,65,0,Science,not banned
3717,open,5,760,29,1,194,0,Science,not banned
509,open,8,446,217,5,955,0,Speculation,not banned
1148,open,17,540,1,5,102,0,Speculation,banned
1051,open,16,687,5,7,651,0,Science,not banned
2421,open,22,1038,10,11,0,0,Speculation,banned
741,open,2,414,48,2,0,0,Science,not banned
681,open,2,257,1,2,0,0,Science,not banned
603,open,5,229,1,3,504,0,Discussion,banned
1887,open,8,833,17,4,1564,0,Math,not banned
3414,open,5,479,0,4,10,0,Medicine,not banned
2662,open,8,2940,3,4,189,0,Science,not banned
2877,open,5,541,39,4,839,0,Discussion,not banned
3513,closed,18,1352,3,9,0,0,Science,not banned
1588,open,3,482,0,2,0,0,Medicine,not banned
184,open,12,215,1,6,1,0,Discussion,not banned
3916,open,36,1429,152,15,3,0,Misc,not banned
3093,open,5,355,1,3,188,0,Discussion,not banned
2194,open,22,2961,10,9,118,0,Science,not banned
3160,open,9,10740,1,2,21,0,Science,not banned
1003,open,12,822,17,8,157,0,Science,banned
1150,open,7,603,0,6,0,0,Science,not banned
3964,closed,328,7886,29,25,37,0,Discussion,not banned
230,open,16,390,3,7,2049,0,Science,not banned
819,open,2,582,1,2,0,1,Science,not banned
3078,open,4,364,1,4,315,0,Discussion,not banned
3121,open,6,452,15,5,272,0,Science,not banned
1643,open,17,3214,148,9,1074,0,Science,not banned
382,open,3,541,15,3,0,0,Medicine,not banned
2641,open,2,359,9,2,113,0,Homework,not banned
346,open,36,678,1,7,20,0,Homework,not banned
241,open,89,1972,103,18,2454,0,Discussion,not banned
2810,open,5,659,0,4,697,0,Science,not banned
2604,open,2,816,0,2,0,0,Math,not banned
2801,open,4,469,1,2,81,0,Science,not banned
2798,open,9,716,14,6,16,0,Science,not banned
700,open,44,1217,28,13,0,0,Speculation,not banned
1520,open,3,1430,1,3,0,0,Science,not banned
1034,open,21,1096,1,11,0,0,Science,not banned
3730,open,42,1679,3,14,20,0,Discussion,not banned
413,open,5,369,16,4,0,0,Science,not banned
1483,open,6,625,4,4,395,0,Discussion,not banned
1759,open,2,553,5,2,1411,0,Science,not banned
805,open,28,1340,12,13,806,0,Discussion,not banned
3427,open,3,365,0,3,55,0,Discussion,banned
3594,open,16,1516,43,8,36,0,Medicine,not banned
903,open,6,421,1,4,0,0,Science,not banned
1393,open,5,944,0,4,2424,0,Science,not banned
2086,open,8,6646,8,4,2,2,Math,not banned
2701,open,11,517,2,10,1049,0,Discussion,not banned
957,open,9,741,1,6,143,0,Science,not banned
3287,open,5,234,2,4,80,0,Misc,not banned
4102,open,10,1020,1,5,39,0,Science,not banned
1674,open,5,562,1,3,3,0,Science,not banned
367,open,3,223,3,2,19,0,Speculation,not banned
871,open,6,480,8,3,2796,0,Discussion,not banned
3954,open,6,731,1,4,9,0,Science,not banned
3211,open,3,481,0,2,217,0,Homework,not banned
3345,open,16,850,2,4,367,0,Science,not banned
156,open,5,268,6,3,0,0,Science,not banned
259,open,17,683,29,5,88,0,Medicine,not banned
1202,open,2,330,0,2,5,0,Science,not banned
1835,open,46,3305,72,18,1982,0,Science,not banned
1709,open,14,1856,5,9,1461,0,Discussion,not banned
2632,open,4,1874,5,3,216,0,Science,not banned
2022,open,4,467,0,2,373,0,Science,not banned
1331,open,7,710,8,4,0,1,Science,not banned
3386,open,6,714,1,5,1,0,Science,not banned
3509,open,3,433,0,3,0,0,Discussion,not banned
2493,open,3,598,0,3,158,0,Science,not banned
3161,open,5,489,1,3,615,0,Science,not banned
209,open,22,538,13,7,2,0,Discussion,not banned
1446,open,25,6046,27,17,516,0,Speculation,not banned
928,open,3,940,74,3,9,0,Science,not banned
586,open,2,411,0,2,0,0,Misc,not banned
314,open,6,291,0,3,1,0,Math,not banned
2429,open,3,963,17,2,1022,1,Misc,not banned
3963,open,11,780,5,7,3,0,Science,not banned
3617,open,12,778,2,5,293,0,Science,not banned
1248,open,4,716,0,4,0,0,Math,not banned
2958,open,3,466,1,2,333,0,Science,banned
1038,closed,2,838,0,2,2,0,Discussion,banned
2682,open,21,2523,4,8,35,0,Science,not banned
300,open,78,2168,5,21,3,0,Science,banned
2092,open,2,339,1,2,5,0,Science,not banned
2833,open,3,499,2,3,18,0,Science,banned
992,open,9,1819,15,7,1384,0,Discussion,not banned
903,open,7,523,2,6,1665,0,Speculation,not banned
1453,open,4,921,1,2,42,0,Homework,not banned
2387,open,18,427,6,7,46,0,Discussion,not banned
2010,open,27,1191,4,12,2,3,Speculation,not banned
671,closed,7,449,0,3,0,0,Misc,not banned
2393,open,8,678,7,7,333,0,Science,not banned
3810,open,9,819,5,5,408,0,Science,not banned
2931,open,4,528,50,3,80,0,Misc,not banned
1571,closed,9,15860,243,10,0,1,Science,not banned
743,open,7,298,1,5,868,0,Discussion,not banned
445,open,4,330,12,4,0,0,Homework,not banned
3679,closed,12,936,1,7,322,0,Misc,not banned
2744,open,18,1286,49,13,0,0,Medicine,not banned
98,open,8,347,5,2,0,0,Science,not banned
3351,open,4,2068,10,3,0,0,Science,not banned
2078,open,6,387,10,4,573,0,Science,not banned
3884,open,74,1852,236,11,3,1,Misc,not banned
62,open,19,343,9,6,5,0,Speculation,not banned
154,open,20,331,1,5,505,0,Homework,not banned
2814,open,7,522,1,4,119,0,Science,not banned
1595,open,7,2198,1,3,36,0,Discussion,not banned
3489,open,2,522,0,2,243,0,Homework,not banned
3646,open,8,398,2,5,204,0,Discussion,not banned
1856,open,7,531,1,4,109,0,Science,not banned
3020,open,7,844,1,5,553,0,Misc,not banned
3691,open,62,5151,1433,32,858,1,Science,not banned
1529,open,2,398,1,2,0,0,Science,not banned
2048,open,10,1444,87,5,0,0,Science,not banned
1573,open,21,1907,2,8,0,0,Science,not banned
3133,open,4,506,0,3,628,0,Science,not banned
48,open,3,196,4,2,249,0,Science,not banned
1055,open,4,280,1,2,549,0,Speculation,not banned
3686,open,9,609,1,5,306,0,Misc,not banned
3168,open,5,496,0,2,203,0,Homework,not banned
1250,open,79,4651,29,10,0,0,Discussion,banned
147,open,2,220,29,2,8,0,Science,banned
1228,open,30,6245,125,9,22,1,Discussion,banned
2554,closed,5,563,0,5,0,0,Science,not banned
3763,open,5,525,0,4,41,0,Science,not banned
1291,open,4,1075,2,3,273,0,Discussion,not banned
720,open,5,414,1,4,0,0,Science,not banned
3163,open,6,2272,1,4,641,0,Misc,not banned
3145,open,2,465,4,2,391,0,Discussion,not banned
2873,open,2,443,0,2,0,0,Science,not banned
339,open,12,437,0,6,113,0,Science,banned
419,open,2,384,0,2,0,0,Science,not banned
3548,open,8,758,7,5,22,0,Science,not banned
204,open,38,1950,5,15,3517,0,Homework,not banned
3414,open,6,876,25,6,29,0,Medicine,not banned
2752,open,25,2509,706,6,1,0,Science,not banned
3833,open,22,1241,3,6,2,0,Science,not banned
699,open,3,221,0,3,7,0,Science,not banned
687,open,27,1405,27,9,1285,0,Discussion,not banned
1181,open,2,1380,2,2,11,0,Homework,not banned
1986,open,21,753,5,10,1550,0,Discussion,not banned
1213,open,12,992,1,3,461,0,Math,not banned
3768,open,4,547,0,3,142,0,Science,not banned
1662,open,44,4778,43,9,184,0,Speculation,not banned
4070,open,7,1099,0,4,3,0,Misc,not banned
49,open,11,220,4,8,71,0,Science,not banned
2384,open,4,496,3,4,1140,0,Science,not banned
1134,open,3,364,1,3,0,0,Homework,not banned
1372,open,7,1069,1,3,928,0,Math,not banned
1976,open,6,4244,1,5,3,2,Math,not banned
1428,open,17,3007,6,6,14,0,Discussion,not banned
3814,open,3,527,0,3,119,0,Science,not banned
3655,open,24,1109,71,9,495,0,Discussion,not banned
2585,open,9,6738,3,7,0,0,Science,not banned
1334,open,9,2051,429,1,770,0,Science,not banned
3522,open,3,352,2,3,96,0,Discussion,not banned
1890,open,145,8934,14,17,47,5,Science,banned
350,closed,2,163,0,2,330,0,Speculation,banned
3665,open,5,456,2,4,185,0,Science,not banned
2193,open,2,625,39,3,1,1,Medicine,not banned
243,open,12,515,42,7,2167,0,Medicine,not banned
3722,open,9,704,10,7,66,0,Discussion,not banned
1689,open,23,1344,23,8,1855,0,Discussion,not banned
3139,open,13,785,1,7,569,0,Medicine,not banned
2646,open,7,824,1,5,1,0,Science,not banned
4345,open,8,1160,38,5,190,0,Science,not banned
2005,open,10,435,0,5,246,0,Discussion,not banned
1572,open,11,684,3,4,58,0,Speculation,not banned
1241,open,5,827,10,3,299,0,Discussion,not banned
1930,open,3,1079,1,2,6,0,Math,not banned
2152,open,6,466,1,4,110,0,Speculation,not banned
1163,open,23,2356,37,11,69,1,Medicine,not banned
1815,open,3,431,1,2,2198,0,Science,not banned
1612,open,4,478,7,4,321,0,Math,not banned
3587,open,5,741,2,4,26,0,Science,not banned
1305,open,53,51112,189,23,1435,3,Discussion,not banned
2926,open,5,596,0,2,19,0,Science,not banned
466,open,30,1392,164,15,1518,1,Discussion,not banned
1095,open,28,1871,96,6,155,1,Medicine,banned
3683,open,25,1127,7,4,4,0,Science,not banned
3460,open,22,1226,2,4,401,0,Science,not banned
378,open,5,372,1,5,0,0,Speculation,not banned
2743,open,33,4254,32,10,0,0,Science,not banned
2769,open,99,2004,9,14,755,0,Discussion,not banned
2500,closed,32,1022,1,14,2,0,Discussion,not banned
2676,open,4,436,1,3,368,0,Speculation,not banned
3137,open,2,523,0,2,4,0,Homework,not banned
419,open,3,297,28,3,0,0,Science,not banned
3372,open,7,608,76,7,1,0,Speculation,not banned
239,open,4,176,0,3,2931,0,Speculation,not banned
2502,open,5,612,3,5,7,0,Speculation,not banned
3318,open,3,956,0,3,0,0,Science,not banned
457,open,4,651,33,4,129,0,Misc,not banned
1409,open,12,2231,2,7,67,0,Science,not banned
3248,open,8,574,5,3,288,0,Math,not banned
3020,open,2,328,0,2,730,0,Discussion,not banned
3119,open,16,360,3,8,425,0,Misc,not banned
2256,open,2,310,0,2,0,0,Homework,not banned
2454,open,6,336,2,3,13,0,Science,banned
339,open,44,1411,162,16,2032,0,Science,not banned
2178,open,27,1292,8,14,115,0,Discussion,not banned
3330,open,17,1456,988,12,556,0,Medicine,not banned
2488,open,5,487,0,5,59,0,Science,not banned
2279,open,4,743,1,3,0,0,Science,not banned
2778,open,3,236,1,3,48,0,Discussion,not banned
886,open,18,661,36,6,344,1,Discussion,not banned
667,open,8,464,2,4,1490,0,Science,not banned
1114,open,4,607,6,5,401,1,Science,not banned
2604,open,11,415,1,7,256,0,Discussion,not banned
2284,open,24,3225,132,8,53,0,Misc,not banned
1705,open,17,32878,1138,10,0,0,Science,not banned
4153,closed,29,2128,162,15,0,0,Science,banned
2260,open,3,1942,0,3,0,0,Misc,not banned
3969,open,8,855,0,2,0,0,Discussion,not banned
598,open,15,599,0,5,0,0,Science,not banned
2632,open,14,1120,14,7,25,0,Science,not banned
2089,closed,2,671,0,2,28,0,Science,not banned
1518,open,32,3067,15,9,151,0,Discussion,banned
3862,open,2,692,7,2,40,0,Science,not banned
1670,open,18,3341,108,8,0,3,Misc,not banned
2790,open,35,1411,121,11,1,0,Science,not banned
1868,open,7,667,1,5,653,0,Science,not banned
2578,open,4,534,1,4,0,0,Science,not banned
1399,open,12,1441,673,10,0,0,Science,not banned
1036,open,15,1754,4,5,1,0,Science,not banned
2478,open,17,1008,61,7,1272,0,Science,not banned
255,open,8,464,3,4,186,0,Science,not banned
728,open,10,1929,5,6,3,0,Math,banned
2405,open,6,370,0,4,6,0,Discussion,not banned
69,open,14,416,17,8,27,0,Science,not banned
3165,open,4,763,1,4,0,0,Misc,not banned
1798,open,7,459,1,4,13,0,Speculation,not banned
2897,open,35,2033,32,7,964,0,Science,not banned
1119,open,2,535,9,2,9,0,Misc,banned
1740,open,3,475,123,2,0,0,Homework,not banned
2613,open,9,280,1,4,1137,0,Discussion,not banned
360,open,2,316,1,2,12,0,Speculation,not banned
1790,open,2,210,0,2,0,0,Discussion,banned
